gene,isoform,logFC,tpm_mean,pvalues,fdr
AT1G01010,AT1G01010.1,-0.4714977945114689,2.9375140195384346,1.0,1.0
AT1G01020,AT1G01020_P1,1.325390018716786,5.322426084824186,0.016483516483516484,0.027162051424875842
AT1G01020,AT1G01020_P2,,5.322426084824186,0.0,0.0
AT1G01020,AT1G01020_P3,3.188737219498932,5.322426084824186,0.0,0.0
AT1G01020,AT1G01020_P4,,5.322426084824186,0.0,0.0
AT1G01020,AT1G01020_P5,,5.322426084824186,0.0,0.0
AT1G01030,AT1G01030.1,1.9381084722071753,1.9042352992071276,0.09090909090909091,0.13336571222886784
AT1G01040,AT1G01040.2,2.989960656681269,4.927309445762004,0.0014985014985014985,0.0029060528630328584
AT1G01040,AT1G01040_P1,2.419864351278403,4.927309445762004,0.002997002997002997,0.005682938766225362
AT1G01046,AT1G01046.1,,-inf,0.0,0.0
AT1G01050,AT1G01050_P1,-0.24873405158150685,7.04154886737918,1.0,1.0
AT1G01050,AT1G01050_P2,,7.04154886737918,0.0,0.0
AT1G01050,AT1G01050_c1,-1.5888185864562683,7.04154886737918,0.000999000999000999,0.001955667464298449
AT1G01060,AT1G01060.2,,4.085675447098782,0.0,0.0
AT1G01060,AT1G01060.3,,4.085675447098782,0.0,0.0
AT1G01060,AT1G01060.4,,4.085675447098782,0.0,0.0
AT1G01060,AT1G01060.5,,4.085675447098782,0.0,0.0
AT1G01060,AT1G01060_ID6,,4.085675447098782,0.0,0.0
AT1G01060,AT1G01060_JS31,,4.085675447098782,0.0,0.0
AT1G01060,AT1G01060_P1,,4.085675447098782,0.0,0.0
AT1G01060,AT1G01060_P6,,4.085675447098782,0.0,0.0
AT1G01060,AT1G01060_P7,,4.085675447098782,0.0,0.0
AT1G01070,AT1G01070_P1,-0.3829369303635901,-inf,1.0,1.0
AT1G01070,AT1G01070_P2,,-inf,0.0,0.0
AT1G01080,AT1G01080.2,,4.335687715076797,0.0,0.0
AT1G01080,AT1G01080_JS1,1.409950469876826,4.335687715076797,0.03996003996003996,0.06242097492458451
AT1G01080,AT1G01080_P1,-0.9103227617728646,4.335687715076797,0.11338661338661339,0.16275237750812885
AT1G01080,AT1G01080_P3,,4.335687715076797,0.0,0.0
AT1G01090,AT1G01090_P1,-0.8592067926432474,7.358489816892546,0.007492507492507493,0.013024010051645015
AT1G01100,AT1G01100_P1,0.9151624101582261,7.891045699253243,0.004495504495504496,0.008251367931742524
AT1G01100,AT1G01100_P2,0.04316566724121529,7.891045699253243,1.0,1.0
AT1G01100,AT1G01100_P3,-0.8624605137986152,7.891045699253243,0.004995004995004995,0.009056941583589032
AT1G01100,AT1G01100_P4,-0.338960139363909,7.891045699253243,1.0,1.0
AT1G01110,AT1G01110_P1,,3.3838593319322623,0.0,0.0
AT1G01110,AT1G01110_P2,0.3351436603799902,3.3838593319322623,1.0,1.0
AT1G01110,AT1G01110_s1,,3.3838593319322623,0.0,0.0
AT1G01120,AT1G01120_P1,0.19979791115364653,-inf,1.0,1.0
AT1G01120,AT1G01120_s1,,-inf,0.0,0.0
AT1G01130,AT1G01130.1,,-inf,0.0,0.0
AT1G01130,AT1G01130_ID1,,-inf,0.0,0.0
AT1G01140,AT1G01140.2,,4.52769018746717,0.0,0.0
AT1G01140,AT1G01140.3,,4.52769018746717,0.0,0.0
AT1G01140,AT1G01140_ID2,,4.52769018746717,0.0,0.0
AT1G01140,AT1G01140_ID5,,4.52769018746717,0.0,0.0
AT1G01140,AT1G01140_ID7,,4.52769018746717,0.0,0.0
AT1G01140,AT1G01140_P1,-0.611359105186295,4.52769018746717,0.1848151848151848,0.25198047743163177
AT1G01160,AT1G01160.1,-0.8317975126141741,6.125834754849284,0.034465534465534464,0.05440523758828932
AT1G01160,AT1G01160.2,0.405801477465894,6.125834754849284,1.0,1.0
AT1G01160,AT1G01160_s1,3.892020884232466,6.125834754849284,0.0,0.0
AT1G01170,AT1G01170.1,-0.6231070176941529,7.003748742391058,0.035464535464535464,0.05588272781689618
AT1G01170,AT1G01170.2,-0.7223184560746625,7.003748742391058,0.01998001998001998,0.032578345213985435
AT1G01180,AT1G01180_P1,0.28201140470297936,4.980935249524723,1.0,1.0
AT1G01190,AT1G01190_P2,,-inf,0.0,0.0
AT1G01200,AT1G01200_P1,-0.04429480026406596,-inf,1.0,1.0
AT1G01210,AT1G01210_P3,2.3684573649454763,-inf,0.004495504495504496,0.008251367931742524
AT1G01220,AT1G01220_P1,,-inf,0.0,0.0
AT1G01220,AT1G01220_P2,-0.6678861605987672,-inf,0.22777222777222778,0.29795513412179675
AT1G01220,AT1G01220_P3,,-inf,0.0,0.0
AT1G01220,AT1G01220_P4,0.4489202217676751,-inf,1.0,1.0
AT1G01220,AT1G01220_P5,,-inf,0.0,0.0
AT1G01220,AT1G01220_P6,,-inf,0.0,0.0
AT1G01220,AT1G01220_P7,,-inf,0.0,0.0
AT1G01220,AT1G01220_P8,,-inf,0.0,0.0
AT1G01225,AT1G01225_P1,-0.664774760548906,-inf,0.22827172827172826,0.298291159766629
AT1G01230,AT1G01230_P1,1.093875731350984,5.799031635377198,0.014985014985014986,0.02484032683523996
AT1G01240,AT1G01240_P1,-1.0211841022849129,5.9489936383523885,0.016983016983016984,0.027945984781173685
AT1G01240,AT1G01240_P2,-0.3878857864751426,5.9489936383523885,1.0,1.0
AT1G01240,AT1G01240_P3,,5.9489936383523885,0.0,0.0
AT1G01240,AT1G01240_P4,0.04328299442002215,5.9489936383523885,1.0,1.0
AT1G01250,AT1G01250_P1,,-inf,0.0,0.0
AT1G01260,AT1G01260_ID2,,5.297235534591503,0.0,0.0
AT1G01260,AT1G01260_P1,1.4247362171796727,5.297235534591503,0.012987012987012988,0.021748884512800062
AT1G01260,AT1G01260_P3,-1.195477482106646,5.297235534591503,0.02047952047952048,0.03333653287011496
AT1G01290,AT1G01290_P1,2.1685621046487724,5.5848754956383395,0.0014985014985014985,0.0029060528630328584
AT1G01290,AT1G01290_P2,3.5166831761203725,5.5848754956383395,0.0,0.0
AT1G01300,AT1G01300_P1,1.029296817361355,5.059737031153319,0.043456543456543456,0.06746976976871931
AT1G01300,AT1G01300_s1,,5.059737031153319,0.0,0.0
AT1G01320,AT1G01320.1,0.2708944738134562,6.757320110123458,1.0,1.0
AT1G01320,AT1G01320.2,,6.757320110123458,0.0,0.0
AT1G01320,AT1G01320_ID7,1.7769613395884152,6.757320110123458,0.0004995004995004995,0.0009878794793974671
AT1G01320,AT1G01320_ID8,,6.757320110123458,0.0,0.0
AT1G01320,AT1G01320_JC2,-0.748566506522045,6.757320110123458,0.024475524475524476,0.03940721163472518
AT1G01320,AT1G01320_JC3,-1.4162504260961857,6.757320110123458,0.0024975024975024975,0.004768544317464267
AT1G01320,AT1G01320_JS4,,6.757320110123458,0.0,0.0
AT1G01320,AT1G01320_JS6,-0.0734097299804568,6.757320110123458,1.0,1.0
AT1G01340,AT1G01340.1,-1.2764178603170122,1.973408240903189,0.22227772227772227,0.29391624020076723
AT1G01340,AT1G01340_JS2,,1.973408240903189,0.0,0.0
AT1G01340,AT1G01340_P2,,1.973408240903189,0.0,0.0
AT1G01350,AT1G01350_P1,-0.6823907941224316,4.381027862326438,0.17032967032967034,0.23420221433794713
AT1G01355,AT1G01355_P3,-0.5210398665427393,-inf,0.4485514485514486,0.5592419703464232
AT1G01360,AT1G01360_P1,-1.0418462269564,5.158473192780929,0.03596403596403597,0.05661044420283203
AT1G01370,AT1G01370_P2,,-inf,0.0,0.0
AT1G01370,AT1G01370_P3,,-inf,0.0,0.0
AT1G01380,AT1G01380.1,-0.564397276665918,-inf,0.24675324675324675,0.31782744138094393
AT1G01390,AT1G01390_P2,,-inf,0.0,0.0
AT1G01420,AT1G01420_P2,-0.408392145837822,-inf,1.0,1.0
AT1G01430,AT1G01430_ID2,-0.8125727438181345,4.342461387281818,0.12087912087912088,0.17238627132648013
AT1G01430,AT1G01430_P1,0.493276907427985,4.342461387281818,1.0,1.0
AT1G01440,AT1G01440_JC9,-2.2337060897873555,4.493211432763817,0.004495504495504496,0.008251367931742524
AT1G01440,AT1G01440_P1,1.762317151993714,4.493211432763817,0.013986013986013986,0.023282047838916377
AT1G01448,AT1G01448_ID1,-0.33232424582047404,3.752771094919296,1.0,1.0
AT1G01448,AT1G01448_ID2,-1.2757810546553783,3.752771094919296,0.08441558441558442,0.12453531796010252
AT1G01448,AT1G01448_ID3,1.6327884524767542,3.752771094919296,0.03896103896103896,0.06096784409723749
AT1G01448,AT1G01448_ID4,,3.752771094919296,0.0,0.0
AT1G01448,AT1G01448_ID5,,3.752771094919296,0.0,0.0
AT1G01448,AT1G01448_ID6,0.9264013775004514,3.752771094919296,0.14135864135864135,0.19815998611769425
AT1G01453,AT1G01453_P1,,-inf,0.0,0.0
AT1G01470,AT1G01470_P1,0.0012881593334643782,5.605651392568781,1.0,1.0
AT1G01471,AT1G01471.1,,-inf,0.0,0.0
AT1G01480,AT1G01480_P1,-0.2957444251329048,-inf,1.0,1.0
AT1G01490,AT1G01490_P1,-0.14523991358981547,8.524002026227352,1.0,1.0
AT1G01490,AT1G01490_P2,-1.4316736462184232,8.524002026227352,0.0004995004995004995,0.0009878794793974671
AT1G01490,AT1G01490_P3,2.8449325788810453,8.524002026227352,0.0,0.0
AT1G01490,AT1G01490_c3,,8.524002026227352,0.0,0.0
AT1G01500,AT1G01500_P1,-1.1738028261105073,3.5863614944238926,0.10839160839160839,0.15634183169646051
AT1G01510,AT1G01510.1,-0.24699922554064813,4.713329289305743,1.0,1.0
AT1G01510,AT1G01510_c1,,4.713329289305743,0.0,0.0
AT1G01520,AT1G01520_P1,,-inf,0.0,0.0
AT1G01520,AT1G01520_P4,,-inf,0.0,0.0
AT1G01540,AT1G01540.1,0.4978887832059451,5.518286745454131,1.0,1.0
AT1G01540,AT1G01540_P2,-0.5072397676543936,5.518286745454131,0.14485514485514486,0.20269378568868987
AT1G01550,AT1G01550_JS1,0.3298708657147964,7.952551322171922,1.0,1.0
AT1G01550,AT1G01550_P1,-0.6362619764291999,7.952551322171922,0.011488511488511488,0.019400356776269865
AT1G01550,AT1G01550_P2,0.011085928980064885,7.952551322171922,1.0,1.0
AT1G01550,AT1G01550_c1,,7.952551322171922,0.0,0.0
AT1G01560,AT1G01560_P2,,-inf,0.0,0.0
AT1G01560,AT1G01560_P3,,-inf,0.0,0.0
AT1G01570,AT1G01570_P2,,-inf,0.0,0.0
AT1G01580,AT1G01580_P2,,-inf,0.0,0.0
AT1G01600,AT1G01600_P1,,-inf,0.0,0.0
AT1G01610,AT1G01610_P1,0.7741574196962953,3.750727168072299,0.2097902097902098,0.2813656319383498
AT1G01620,AT1G01620.2,,10.162187970125762,0.0,0.0
AT1G01620,AT1G01620_JC3,,10.162187970125762,0.0,0.0
AT1G01620,AT1G01620_P1,0.8531073883604225,10.162187970125762,0.002997002997002997,0.005682938766225362
AT1G01630,AT1G01630.1,-0.8703801249251848,4.52693016822689,0.0979020979020979,0.14262284183917234
AT1G01640,AT1G01640.1,0.04624629798124413,4.031944103147933,1.0,1.0
AT1G01640,AT1G01640.2,,4.031944103147933,0.0,0.0
AT1G01650,AT1G01650.2,,5.287419937442755,0.0,0.0
AT1G01650,AT1G01650_ID24,-0.8444550789792031,5.287419937442755,0.06793206793206794,0.10212843129301358
AT1G01650,AT1G01650_ID44,,5.287419937442755,0.0,0.0
AT1G01650,AT1G01650_JC1,,5.287419937442755,0.0,0.0
AT1G01650,AT1G01650_JC3,,5.287419937442755,0.0,0.0
AT1G01650,AT1G01650_JS3,,5.287419937442755,0.0,0.0
AT1G01650,AT1G01650_P1,1.798432527236364,5.287419937442755,0.002997002997002997,0.005682938766225362
AT1G01650,AT1G01650_P2,,5.287419937442755,0.0,0.0
AT1G01650,AT1G01650_P3,,5.287419937442755,0.0,0.0
AT1G01650,AT1G01650_s2,1.7738973535661715,5.287419937442755,0.002997002997002997,0.005682938766225362
AT1G01650,AT1G01650_s3,,5.287419937442755,0.0,0.0
AT1G01650,AT1G01650_s4,,5.287419937442755,0.0,0.0
AT1G01650,AT1G01650_s5,,5.287419937442755,0.0,0.0
AT1G01670,AT1G01670_ID1,,-inf,0.0,0.0
AT1G01670,AT1G01670_P1,0.3997464424257884,-inf,1.0,1.0
AT1G01680,AT1G01680_P1,-0.05656503708599503,-inf,1.0,1.0
AT1G01690,AT1G01690.1,,2.5994116204491884,0.0,0.0
AT1G01690,AT1G01690_P1,,2.5994116204491884,0.0,0.0
AT1G01690,AT1G01690_P2,,2.5994116204491884,0.0,0.0
AT1G01690,AT1G01690_P3,,2.5994116204491884,0.0,0.0
AT1G01700,AT1G01700_P4,,-inf,0.0,0.0
AT1G01710,AT1G01710.1,0.4500614760909083,4.508443987386008,1.0,1.0
AT1G01710,AT1G01710_JC10,0.038616804572593644,4.508443987386008,1.0,1.0
AT1G01710,AT1G01710_JC14,-0.7633337603194036,4.508443987386008,0.13786213786213786,0.19374048132523697
AT1G01710,AT1G01710_JC18,-0.7979538944574234,4.508443987386008,0.13036963036963037,0.18436539670723504
AT1G01710,AT1G01710_JC8,,4.508443987386008,0.0,0.0
AT1G01720,AT1G01720_ID2,0.815082513278683,6.734690850628577,0.01948051948051948,0.0318147118708662
AT1G01720,AT1G01720_P1,-2.6652985313944777,6.734690850628577,0.0,0.0
AT1G01725,AT1G01725.1,-1.0961686053669801,5.319976199425491,0.027472527472527472,0.043959131943868836
AT1G01725,AT1G01725_ID1,,5.319976199425491,0.0,0.0
AT1G01730,AT1G01730.1,-0.2334825936175946,7.035408807259857,1.0,1.0
AT1G01730,AT1G01730_ID2,-0.16655113317543702,7.035408807259857,1.0,1.0
AT1G01740,AT1G01740.1,,-inf,0.0,0.0
AT1G01740,AT1G01740_P2,0.42646380296713104,-inf,1.0,1.0
AT1G01740,AT1G01740_P3,0.39828243140968156,-inf,1.0,1.0
AT1G01740,AT1G01740_P4,,-inf,0.0,0.0
AT1G01750,AT1G01750_P1,-0.5565648559873918,-inf,0.24825174825174826,0.3194077233773742
AT1G01760,AT1G01760_ID29,,-inf,0.0,0.0
AT1G01760,AT1G01760_P2,,-inf,0.0,0.0
AT1G01760,AT1G01760_c7,1.31081640278448,-inf,0.006493506493506494,0.0114512219646694
AT1G01770,AT1G01770_ID11,,6.068807310327867,0.0,0.0
AT1G01770,AT1G01770_ID15,,6.068807310327867,0.0,0.0
AT1G01770,AT1G01770_ID19,-1.2895388066839808,6.068807310327867,0.00949050949050949,0.01620444135121239
AT1G01770,AT1G01770_ID23,-1.800809924823108,6.068807310327867,0.0034965034965034965,0.006585542169261399
AT1G01770,AT1G01770_ID4,-1.138080227352218,6.068807310327867,0.011988011988011988,0.020201598345581398
AT1G01770,AT1G01770_ID7,1.1546533957824119,6.068807310327867,0.011988011988011988,0.020201598345581398
AT1G01770,AT1G01770_ID8,,6.068807310327867,0.0,0.0
AT1G01770,AT1G01770_P1,0.5155494839045884,6.068807310327867,0.1048951048951049,0.15180450786004707
AT1G01780,AT1G01780.1,-0.15475729190997312,3.982958920094415,1.0,1.0
AT1G01790,AT1G01790_ID8,,3.0387944023488025,0.0,0.0
AT1G01790,AT1G01790_JC8,,3.0387944023488025,0.0,0.0
AT1G01790,AT1G01790_P1,,3.0387944023488025,0.0,0.0
AT1G01790,AT1G01790_P2,,3.0387944023488025,0.0,0.0
AT1G01790,AT1G01790_c2,,3.0387944023488025,0.0,0.0
AT1G01790,AT1G01790_c3,,3.0387944023488025,0.0,0.0
AT1G01790,AT1G01790_c4,,3.0387944023488025,0.0,0.0
AT1G01790,AT1G01790_s1,-0.13035411553953447,3.0387944023488025,1.0,1.0
AT1G01790,AT1G01790_s2,,3.0387944023488025,0.0,0.0
AT1G01800,AT1G01800.2,0.6324461810893283,7.132110391133701,0.033466533466533464,0.052950340095704235
AT1G01800,AT1G01800_ID1,,7.132110391133701,0.0,0.0
AT1G01800,AT1G01800_P1,-0.41338431856926405,7.132110391133701,1.0,1.0
AT1G01810,AT1G01810_P1,0.7952697826454038,-inf,0.2192807192807193,0.2913277134732547
AT1G01820,AT1G01820_ID2,-0.9529096936190316,7.87838921452697,0.004495504495504496,0.008251367931742524
AT1G01820,AT1G01820_P1,-0.7125230160048988,7.87838921452697,0.008491508491508492,0.01463031983463872
AT1G01830,AT1G01830_P2,0.6987492240707183,2.6839138640442,0.2962037962037962,0.3746526458016357
AT1G01830,AT1G01830_c1,1.9249740804546276,2.6839138640442,0.041458541458541456,0.06458272764498647
AT1G01840,AT1G01840.1,0.2855130975296474,-inf,1.0,1.0
AT1G01860,AT1G01860_ID11,,3.744835891275457,0.0,0.0
AT1G01860,AT1G01860_ID8,,3.744835891275457,0.0,0.0
AT1G01860,AT1G01860_ID9,,3.744835891275457,0.0,0.0
AT1G01860,AT1G01860_P1,-0.15782107431435355,3.744835891275457,1.0,1.0
AT1G01880,AT1G01880_ID2,0.06764073600114862,1.753086884876278,1.0,1.0
AT1G01880,AT1G01880_P1,0.7721534586341322,1.753086884876278,0.38461538461538464,0.48072479738376234
AT1G01900,AT1G01900_P1,,-inf,0.0,0.0
AT1G01910,AT1G01910.4,-0.16249715684353627,5.062098664907512,1.0,1.0
AT1G01910,AT1G01910.5,,5.062098664907512,0.0,0.0
AT1G01910,AT1G01910_ID2,,5.062098664907512,0.0,0.0
AT1G01910,AT1G01910_ID6,0.1614201217719753,5.062098664907512,1.0,1.0
AT1G01910,AT1G01910_JS5,,5.062098664907512,0.0,0.0
AT1G01920,AT1G01920_ID193,,3.9293341906480355,0.0,0.0
AT1G01920,AT1G01920_ID219,,3.9293341906480355,0.0,0.0
AT1G01920,AT1G01920_JS2,0.364448979789906,3.9293341906480355,1.0,1.0
AT1G01920,AT1G01920_JS5,,3.9293341906480355,0.0,0.0
AT1G01920,AT1G01920_P2,,3.9293341906480355,0.0,0.0
AT1G01920,AT1G01920_P3,,3.9293341906480355,0.0,0.0
AT1G01920,AT1G01920_P4,,3.9293341906480355,0.0,0.0
AT1G01920,AT1G01920_P5,,3.9293341906480355,0.0,0.0
AT1G01920,AT1G01920_s1,,3.9293341906480355,0.0,0.0
AT1G01930,AT1G01930.1,-0.7025704110593507,3.302954857493153,0.23426573426573427,0.3045054880242424
AT1G01930,AT1G01930_c1,,3.302954857493153,0.0,0.0
AT1G01940,AT1G01940_ID2,,3.782033040796223,0.0,0.0
AT1G01940,AT1G01940_P1,-0.2611086312858384,3.782033040796223,1.0,1.0
AT1G01950,AT1G01950.3,-1.4701496449060791,3.6112538095990363,0.08091908091908091,0.11982802305824479
AT1G01950,AT1G01950_P1,,3.6112538095990363,0.0,0.0
AT1G01950,AT1G01950_P4,,3.6112538095990363,0.0,0.0
AT1G01960,AT1G01960_JC16,,5.8060717483556585,0.0,0.0
AT1G01960,AT1G01960_JC7,0.20267894061239655,5.8060717483556585,1.0,1.0
AT1G01960,AT1G01960_JS3,,5.8060717483556585,0.0,0.0
AT1G01960,AT1G01960_P1,0.6825104830941289,5.8060717483556585,0.07442557442557443,0.11099000519797786
AT1G01960,AT1G01960_c1,0.3232901543647557,5.8060717483556585,1.0,1.0
AT1G01970,AT1G01970_ID1,,2.6147409914171287,0.0,0.0
AT1G01970,AT1G01970_P1,0.30247843094454474,2.6147409914171287,1.0,1.0
AT1G01970,AT1G01970_c2,,2.6147409914171287,0.0,0.0
AT1G01990,AT1G01990_P1,-0.8523905275376347,4.853173251000897,0.08191808191808192,0.12117138282679285
AT1G02000,AT1G02000_P1,1.4752534815843188,2.672807683163297,0.08791208791208792,0.12930568262560216
AT1G02010,AT1G02010_P1,2.5833961138226615,3.7768777916435554,0.002997002997002997,0.005682938766225362
AT1G02010,AT1G02010_P3,,3.7768777916435554,0.0,0.0
AT1G02010,AT1G02010_P4,1.3281749967257706,3.7768777916435554,0.07992007992007992,0.11846541139027575
AT1G02010,AT1G02010_P5,,3.7768777916435554,0.0,0.0
AT1G02020,AT1G02020.1,1.1581038748444206,3.6968154497668237,0.09040959040959042,0.13270851201277492
AT1G02020,AT1G02020.2,-0.8638363794212016,3.6968154497668237,0.14935064935064934,0.2082087306812199
AT1G02020,AT1G02020_c1,,3.6968154497668237,0.0,0.0
AT1G02030,AT1G02030_P1,,-inf,0.0,0.0
AT1G02050,AT1G02050_P1,1.3284790698430653,3.3227289298028384,0.0999000999000999,0.14525577637071024
AT1G02060,AT1G02060_P1,,-inf,0.0,0.0
AT1G02065,AT1G02065_P1,-0.452250430068625,-inf,1.0,1.0
AT1G02065,AT1G02065_P2,,-inf,0.0,0.0
AT1G02067,AT1G02067_P1,,-inf,0.0,0.0
AT1G02074,AT1G02074.1,,-inf,0.0,0.0
AT1G02080,AT1G02080.1,,5.3963664062472105,0.0,0.0
AT1G02080,AT1G02080_P2,,5.3963664062472105,0.0,0.0
AT1G02080,AT1G02080_P3,0.8480565420760007,5.3963664062472105,0.05144855144855145,0.07895569776757895
AT1G02090,AT1G02090_P1,0.09192352722758113,4.124556609818414,1.0,1.0
AT1G02090,AT1G02090_P2,0.44783398763590077,4.124556609818414,1.0,1.0
AT1G02090,AT1G02090_P3,,4.124556609818414,0.0,0.0
AT1G02100,AT1G02100.1,-1.0660750002182704,6.897818177400398,0.005994005994005994,0.010690947747889949
AT1G02100,AT1G02100_ID161,-0.4036108631182702,6.897818177400398,1.0,1.0
AT1G02100,AT1G02100_ID163,,6.897818177400398,0.0,0.0
AT1G02100,AT1G02100_ID164,,6.897818177400398,0.0,0.0
AT1G02100,AT1G02100_ID165,0.6588768936629896,6.897818177400398,0.030469530469530468,0.04846794044606259
AT1G02100,AT1G02100_ID166,-0.8482827341806529,6.897818177400398,0.013986013986013986,0.023282047838916377
AT1G02100,AT1G02100_ID167,-0.26557014160476333,6.897818177400398,1.0,1.0
AT1G02100,AT1G02100_ID168,,6.897818177400398,0.0,0.0
AT1G02100,AT1G02100_ID169,2.967367191090813,6.897818177400398,0.0,0.0
AT1G02100,AT1G02100_ID170,,6.897818177400398,0.0,0.0
AT1G02100,AT1G02100_ID172,,6.897818177400398,0.0,0.0
AT1G02100,AT1G02100_ID173,-0.9244913599295042,6.897818177400398,0.011488511488511488,0.019400356776269865
AT1G02100,AT1G02100_ID174,2.1634170639330055,6.897818177400398,0.0004995004995004995,0.0009878794793974671
AT1G02100,AT1G02100_ID176,,6.897818177400398,0.0,0.0
AT1G02100,AT1G02100_ID178,0.028592609833336446,6.897818177400398,1.0,1.0
AT1G02100,AT1G02100_ID185,-1.9992710514488405,6.897818177400398,0.0014985014985014985,0.0029060528630328584
AT1G02110,AT1G02110.1,-0.10712800616288964,3.4862107887987075,1.0,1.0
AT1G02120,AT1G02120.1,-0.4219340127299249,6.552096810272306,1.0,1.0
AT1G02120,AT1G02120_ID34,2.8307083444269425,6.552096810272306,0.0,0.0
AT1G02120,AT1G02120_ID36,3.8755102793647653,6.552096810272306,0.0,0.0
AT1G02120,AT1G02120_ID46,,6.552096810272306,0.0,0.0
AT1G02120,AT1G02120_ID47,,6.552096810272306,0.0,0.0
AT1G02120,AT1G02120_ID48,,6.552096810272306,0.0,0.0
AT1G02120,AT1G02120_ID8,-1.5044400745291688,6.552096810272306,0.003996003996003996,0.007473511138287795
AT1G02130,AT1G02130_P1,-0.5357128065722483,6.012715856697807,0.11288711288711288,0.16209562210677067
AT1G02140,AT1G02140_P1,-0.36527346500154945,7.188603259398422,1.0,1.0
AT1G02145,AT1G02145.1,,5.086302772698669,0.0,0.0
AT1G02145,AT1G02145.3,,5.086302772698669,0.0,0.0
AT1G02145,AT1G02145.4,,5.086302772698669,0.0,0.0
AT1G02145,AT1G02145_ID294,-0.32225091105583736,5.086302772698669,1.0,1.0
AT1G02145,AT1G02145_ID328,,5.086302772698669,0.0,0.0
AT1G02145,AT1G02145_ID332,,5.086302772698669,0.0,0.0
AT1G02145,AT1G02145_ID334,2.7724291931482328,5.086302772698669,0.0004995004995004995,0.0009878794793974671
AT1G02145,AT1G02145_ID338,,5.086302772698669,0.0,0.0
AT1G02145,AT1G02145_ID344,,5.086302772698669,0.0,0.0
AT1G02145,AT1G02145_ID354,,5.086302772698669,0.0,0.0
AT1G02145,AT1G02145_ID474,0.9054875102164912,5.086302772698669,0.06843156843156843,0.10280794551908502
AT1G02145,AT1G02145_ID486,,5.086302772698669,0.0,0.0
AT1G02150,AT1G02150_P1,-0.07562212328467943,5.551427677163574,1.0,1.0
AT1G02160,AT1G02160_P1,-1.616508267413875,4.726018677582693,0.012487512487512488,0.02097602745037846
AT1G02160,AT1G02160_P2,,4.726018677582693,0.0,0.0
AT1G02170,AT1G02170_P1,-0.6891110725391156,4.93966681924788,0.14185814185814186,0.19881382931281888
AT1G02180,AT1G02180_P1,0.7564396605919748,-inf,0.2242757242757243,0.29530938112346483
AT1G02205,AT1G02205.1,0.11471646719387762,-inf,1.0,1.0
AT1G02205,AT1G02205.3,,-inf,0.0,0.0
AT1G02205,AT1G02205_P2,,-inf,0.0,0.0
AT1G02205,AT1G02205_P4,-0.564397276665918,-inf,0.24675324675324675,0.31782744138094393
AT1G02205,AT1G02205_P5,,-inf,0.0,0.0
AT1G02220,AT1G02220_ID4,1.6028697366569928,-inf,0.004995004995004995,0.009056941583589032
AT1G02220,AT1G02220_JC1,,-inf,0.0,0.0
AT1G02220,AT1G02220_P1,0.43353144837156954,-inf,1.0,1.0
AT1G02220,AT1G02220_c1,,-inf,0.0,0.0
AT1G02230,AT1G02230_P1,,-inf,0.0,0.0
AT1G02260,AT1G02260_P1,0.45642676830364337,3.7503712096419526,1.0,1.0
AT1G02260,AT1G02260_P2,0.662398615315503,3.7503712096419526,0.25124875124875123,0.32278008879286574
AT1G02270,AT1G02270_P1,,3.415966852365234,0.0,0.0
AT1G02270,AT1G02270_P2,-0.3968905897161932,3.415966852365234,1.0,1.0
AT1G02280,AT1G02280_ID11,-1.343496879092481,6.1559198806452455,0.005994005994005994,0.010690947747889949
AT1G02280,AT1G02280_ID15,-1.3152319529652754,6.1559198806452455,0.006993006993006993,0.012267299454769053
AT1G02280,AT1G02280_P1,-0.14073601900510013,6.1559198806452455,1.0,1.0
AT1G02280,AT1G02280_P2,-2.0887896762192293,6.1559198806452455,0.0004995004995004995,0.0009878794793974671
AT1G02290,AT1G02290_P1,-2.161069600213411,-inf,0.004495504495504496,0.008251367931742524
AT1G02300,AT1G02300_ID11,,6.652699421960354,0.0,0.0
AT1G02300,AT1G02300_ID5,,6.652699421960354,0.0,0.0
AT1G02300,AT1G02300_ID7,,6.652699421960354,0.0,0.0
AT1G02300,AT1G02300_ID8,1.4984109855362435,6.652699421960354,0.002997002997002997,0.005682938766225362
AT1G02300,AT1G02300_JS1,,6.652699421960354,0.0,0.0
AT1G02300,AT1G02300_P1,,6.652699421960354,0.0,0.0
AT1G02300,AT1G02300_c2,,6.652699421960354,0.0,0.0
AT1G02300,AT1G02300_s1,1.3144089129692391,6.652699421960354,0.005494505494505495,0.009903877735672745
AT1G02300,AT1G02300_s2,,6.652699421960354,0.0,0.0
AT1G02300,AT1G02300_s3,-0.539713613976351,6.652699421960354,0.05844155844155844,0.08883070903639056
AT1G02305,AT1G02305.1,-0.20223082947193838,8.495241668841421,1.0,1.0
AT1G02310,AT1G02310_P2,,-inf,0.0,0.0
AT1G02320,AT1G02320.1,,-inf,0.0,0.0
AT1G02330,AT1G02330.1,-0.31419502199359517,5.510693880523269,1.0,1.0
AT1G02335,AT1G02335_P1,2.730910448736588,-inf,0.004495504495504496,0.008251367931742524
AT1G02340,AT1G02340_P1,-0.5693018654021342,6.790824091144806,0.05444555444555445,0.083238624981835
AT1G02340,AT1G02340_P2,1.7271391625003534,6.790824091144806,0.000999000999000999,0.001955667464298449
AT1G02350,AT1G02350_c1,,3.6109543444841017,0.0,0.0
